SectionName,hw,tw,bf,tf,Fy,a3,s,w,E,G,nu,phi_s,phi_f,L,omega2,alpha_LT
WTK750/450×32,750,6.07,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/127×6,900,1.9,127,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/152×6,900,1.9,152,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/152×8,900,1.9,152,8,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/152×10,900,1.9,152,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/178×10,900,1.9,178,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/152×13,900,1.9,152,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/178×13,900,1.9,178,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/203×13,900,1.9,203,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/152×19,900,1.9,152,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/203×16,900,1.9,203,16,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/203×19,900,1.9,203,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/254×19,900,1.9,254,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/203×25,900,1.9,203,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/254×25,900,1.9,254,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/279×25,900,1.9,279,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/305×25,900,1.9,305,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/254×32,900,1.9,254,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/330×25,900,1.9,330,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/356×25,900,1.9,356,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/305×32,900,1.9,305,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/406×25,900,1.9,406,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/356×32,900,1.9,356,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/406×32,900,1.9,406,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA900/450×32,900,1.9,450,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/127×6,900,2.66,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/152×6,900,2.66,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/152×8,900,2.66,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/152×10,900,2.66,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/178×10,900,2.66,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/152×13,900,2.66,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/178×13,900,2.66,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/203×13,900,2.66,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/152×19,900,2.66,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/203×16,900,2.66,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/203×19,900,2.66,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/254×19,900,2.66,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/203×25,900,2.66,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/254×25,900,2.66,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/279×25,900,2.66,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/305×25,900,2.66,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/254×32,900,2.66,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/330×25,900,2.66,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/356×25,900,2.66,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/305×32,900,2.66,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/406×25,900,2.66,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/356×32,900,2.66,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/406×32,900,2.66,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB900/450×32,900,2.66,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/127×6,900,3.04,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/152×6,900,3.04,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/152×8,900,3.04,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/152×10,900,3.04,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/178×10,900,3.04,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/152×13,900,3.04,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/178×13,900,3.04,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/203×13,900,3.04,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/152×19,900,3.04,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/203×16,900,3.04,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/203×19,900,3.04,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/254×19,900,3.04,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/203×25,900,3.04,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/254×25,900,3.04,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/279×25,900,3.04,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/305×25,900,3.04,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/254×32,900,3.04,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/330×25,900,3.04,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/356×25,900,3.04,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/305×32,900,3.04,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/406×25,900,3.04,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/356×32,900,3.04,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/406×32,900,3.04,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC900/450×32,900,3.04,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/127×6,900,4.18,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/152×6,900,4.18,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/152×8,900,4.18,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/152×10,900,4.18,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/178×10,900,4.18,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/152×13,900,4.18,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/178×13,900,4.18,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/203×13,900,4.18,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/152×19,900,4.18,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/203×16,900,4.18,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/203×19,900,4.18,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/254×19,900,4.18,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/203×25,900,4.18,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/254×25,900,4.18,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/279×25,900,4.18,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/305×25,900,4.18,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/254×32,900,4.18,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/330×25,900,4.18,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/356×25,900,4.18,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/305×32,900,4.18,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/406×25,900,4.18,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/356×32,900,4.18,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/406×32,900,4.18,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF900/450×32,900,4.18,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/127×6,900,4.94,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/152×6,900,4.94,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/152×8,900,4.94,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/152×10,900,4.94,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/178×10,900,4.94,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/152×13,900,4.94,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/178×13,900,4.94,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/203×13,900,4.94,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/152×19,900,4.94,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/203×16,900,4.94,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/203×19,900,4.94,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/254×19,900,4.94,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/203×25,900,4.94,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/254×25,900,4.94,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/279×25,900,4.94,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/305×25,900,4.94,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/254×32,900,4.94,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/330×25,900,4.94,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/356×25,900,4.94,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/305×32,900,4.94,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/406×25,900,4.94,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/356×32,900,4.94,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/406×32,900,4.94,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH900/450×32,900,4.94,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/127×6,900,6.07,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/152×6,900,6.07,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/152×8,900,6.07,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/152×10,900,6.07,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/178×10,900,6.07,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/152×13,900,6.07,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/178×13,900,6.07,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/203×13,900,6.07,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/152×19,900,6.07,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/203×16,900,6.07,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/203×19,900,6.07,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/254×19,900,6.07,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/203×25,900,6.07,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/254×25,900,6.07,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/279×25,900,6.07,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/305×25,900,6.07,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/254×32,900,6.07,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/330×25,900,6.07,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/356×25,900,6.07,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/305×32,900,6.07,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/406×25,900,6.07,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/356×32,900,6.07,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/406×32,900,6.07,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK900/450×32,900,6.07,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/127×6,1000,1.9,127,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/152×6,1000,1.9,152,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/152×8,1000,1.9,152,8,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/152×10,1000,1.9,152,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/178×10,1000,1.9,178,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/152×13,1000,1.9,152,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/178×13,1000,1.9,178,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/203×13,1000,1.9,203,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/152×19,1000,1.9,152,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/203×16,1000,1.9,203,16,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/203×19,1000,1.9,203,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/254×19,1000,1.9,254,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/203×25,1000,1.9,203,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/254×25,1000,1.9,254,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/279×25,1000,1.9,279,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/305×25,1000,1.9,305,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/254×32,1000,1.9,254,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/330×25,1000,1.9,330,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/356×25,1000,1.9,356,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/305×32,1000,1.9,305,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/406×25,1000,1.9,406,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/356×32,1000,1.9,356,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/406×32,1000,1.9,406,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA1000/450×32,1000,1.9,450,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/127×6,1000,2.66,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/152×6,1000,2.66,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/152×8,1000,2.66,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/152×10,1000,2.66,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/178×10,1000,2.66,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/152×13,1000,2.66,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/178×13,1000,2.66,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/203×13,1000,2.66,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/152×19,1000,2.66,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/203×16,1000,2.66,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/203×19,1000,2.66,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/254×19,1000,2.66,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/203×25,1000,2.66,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/254×25,1000,2.66,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/279×25,1000,2.66,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/305×25,1000,2.66,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/254×32,1000,2.66,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/330×25,1000,2.66,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/356×25,1000,2.66,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/305×32,1000,2.66,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/406×25,1000,2.66,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/356×32,1000,2.66,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/406×32,1000,2.66,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB1000/450×32,1000,2.66,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/127×6,1000,3.04,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/152×6,1000,3.04,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/152×8,1000,3.04,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/152×10,1000,3.04,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/178×10,1000,3.04,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/152×13,1000,3.04,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/178×13,1000,3.04,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/203×13,1000,3.04,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/152×19,1000,3.04,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/203×16,1000,3.04,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/203×19,1000,3.04,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/254×19,1000,3.04,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/203×25,1000,3.04,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/254×25,1000,3.04,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/279×25,1000,3.04,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/305×25,1000,3.04,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/254×32,1000,3.04,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/330×25,1000,3.04,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/356×25,1000,3.04,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/305×32,1000,3.04,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/406×25,1000,3.04,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/356×32,1000,3.04,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/406×32,1000,3.04,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC1000/450×32,1000,3.04,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/127×6,1000,4.18,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/152×6,1000,4.18,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/152×8,1000,4.18,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/152×10,1000,4.18,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/178×10,1000,4.18,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/152×13,1000,4.18,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/178×13,1000,4.18,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/203×13,1000,4.18,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/152×19,1000,4.18,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/203×16,1000,4.18,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/203×19,1000,4.18,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/254×19,1000,4.18,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/203×25,1000,4.18,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/254×25,1000,4.18,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/279×25,1000,4.18,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/305×25,1000,4.18,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/254×32,1000,4.18,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/330×25,1000,4.18,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/356×25,1000,4.18,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF1000/305×32,1000,4.18,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
